Сумма;;7514.0
Средний;;203.0810810810811
Высший;;275.0
Низший;;110.0

σ = ;;37.17629051662601;;σ -;среднеквадратическое отклонение (см)
δдоп =;;25.056819808205933;;δдоп -;допустимая погрешность прогноза (см)
Pк =;;43.24324324;;Pк -;климатическая обеспеченность в %
Pм =;;70.27027027;;Pм -;обеспеченность метода (допустимой погрешности проверочных прогнозов) в %
S =;;25.226170076077626;;S -;среднеквадратическая погрешность (см)
S/σ =;;0.6785553299029649;;S/σ -;критерий эффективности метода прогнозирования
(S/σ)^2 =;;0.46043733573972145;;ρ -;корреляционное отношение
ρ =;;0.7345492932814506;;;(оценка эффективности метода прогнозирования)
Модель:;;TweedieRegressor_GridSearchCV;;δ50% -;погрешность (ошибка) прогнозов (см)
Сумма;;7514.0
Средний;;203.0810810810811
Высший;;275.0
Низший;;110.0

σ = ;;37.17629051662601;;σ -;среднеквадратическое отклонение (см)
δдоп =;;25.056819808205933;;δдоп -;допустимая погрешность прогноза (см)
Pк =;;43.24324324;;Pк -;климатическая обеспеченность в %
Pм =;;59.45945946;;Pм -;обеспеченность метода (допустимой погрешности проверочных прогнозов) в %
S =;;27.563599696248648;;S -;среднеквадратическая погрешность (см)
S/σ =;;0.7414295324575655;;S/σ -;критерий эффективности метода прогнозирования
(S/σ)^2 =;;0.5497177516002442;;ρ -;корреляционное отношение
ρ =;;0.6710307358085439;;;(оценка эффективности метода прогнозирования)
Модель:;;Lars2;;δ50% -;погрешность (ошибка) прогнозов (см)
Сумма;;7514.0
Средний;;203.0810810810811
Высший;;275.0
Низший;;110.0

σ = ;;37.17629051662601;;σ -;среднеквадратическое отклонение (см)
δдоп =;;25.056819808205933;;δдоп -;допустимая погрешность прогноза (см)
Pк =;;43.24324324;;Pк -;климатическая обеспеченность в %
Pм =;;59.45945946;;Pм -;обеспеченность метода (допустимой погрешности проверочных прогнозов) в %
S =;;27.563599696248648;;S -;среднеквадратическая погрешность (см)
S/σ =;;0.7414295324575655;;S/σ -;критерий эффективности метода прогнозирования
(S/σ)^2 =;;0.5497177516002442;;ρ -;корреляционное отношение
ρ =;;0.6710307358085439;;;(оценка эффективности метода прогнозирования)
Модель:;;Lars2;;δ50% -;погрешность (ошибка) прогнозов (см)
Сумма;;7514.0
Средний;;203.0810810810811
Высший;;275.0
Низший;;110.0

σ = ;;37.17629051662601;;σ -;среднеквадратическое отклонение (см)
δдоп =;;25.056819808205933;;δдоп -;допустимая погрешность прогноза (см)
Pк =;;43.24324324;;Pк -;климатическая обеспеченность в %
Pм =;;59.45945946;;Pм -;обеспеченность метода (допустимой погрешности проверочных прогнозов) в %
S =;;27.563599696248648;;S -;среднеквадратическая погрешность (см)
S/σ =;;0.7414295324575655;;S/σ -;критерий эффективности метода прогнозирования
(S/σ)^2 =;;0.5497177516002442;;ρ -;корреляционное отношение
ρ =;;0.6710307358085439;;;(оценка эффективности метода прогнозирования)
Модель:;;Lars2;;δ50% -;погрешность (ошибка) прогнозов (см)
